Y_vals,mask_id,Stain,X_vals,file_name,DJID,Eye,eGFP_Value,eGFP_Raw_Intensity,in_rip
<<<<<<< Updated upstream
"14698, 21441, 26824, 39362, 54486, 81970, 138278, 221635, 275430, 276654, 250165, 199937, 138234, 112156, 91888, 81148, 70652, 62342, 56808, 51717, 51038, 51389, 52018, 54976, 57931, 62591, 64763, 71478, 73090, 79036, 82939, 84751, 87842, 87339, 87182, 87511, 85037, 82771, 78614, 75183, 70838, 63847, 57854, 54686, 50929",6,WGA,"0.0, 0.15, 0.3, 0.44999999999999996, 0.6, 0.75, 0.8999999999999999, 1.05, 1.2, 1.3499999999999999, 1.5, 1.65, 1.7999999999999998, 1.95, 2.1, 2.25, 2.4, 2.55, 2.6999999999999997, 2.85, 3.0, 3.15, 3.3, 3.4499999999999997, 3.5999999999999996, 3.75, 3.9, 4.05, 4.2, 4.35, 4.5, 4.6499999999999995, 4.8, 4.95, 5.1, 5.25, 5.3999999999999995, 5.55, 5.7, 5.85, 6.0, 6.1499999999999995, 6.3, 6.45, 6.6",3420L_GLUT1_647_WGA_594_0001,3420,L,False,2.0716900549115316,False
"3299, 5125, 6413, 9431, 12997, 18568, 29565, 47085, 65602, 74267, 83334, 84038, 76013, 65445, 54232, 44205, 37519, 31293, 26756, 23286, 21360, 20087, 19577, 19651, 19590, 20245, 20449, 21106, 20797, 21174, 20445, 19916, 18658, 17716, 16348, 15332, 13595, 12471, 11376, 10159, 9212, 8308, 6820, 6560, 5888",6,GluT1,"0.0, 0.15, 0.3, 0.44999999999999996, 0.6, 0.75, 0.8999999999999999, 1.05, 1.2, 1.3499999999999999, 1.5, 1.65, 1.7999999999999998, 1.95, 2.1, 2.25, 2.4, 2.55, 2.6999999999999997, 2.85, 3.0, 3.15, 3.3, 3.4499999999999997, 3.5999999999999996, 3.75, 3.9, 4.05, 4.2, 4.35, 4.5, 4.6499999999999995, 4.8, 4.95, 5.1, 5.25, 5.3999999999999995, 5.55, 5.7, 5.85, 6.0, 6.1499999999999995, 6.3, 6.45, 6.6",3420L_GLUT1_647_WGA_594_0001,3420,L,False,2.0716900549115316,False
"5551, 7020, 8118, 9456, 11116, 13438, 16708, 22238, 28816, 33263, 42871, 53353, 71703, 86868, 99911, 109265, 114859, 116116, 115944, 108209, 96142, 79647, 68379, 57047, 48964, 39209, 33874, 26445, 24892, 20450, 17655, 15439, 13800, 12691, 11952, 11430, 10970, 10807, 10006, 10025, 10103, 9749, 9724, 9680, 9967",9,DAPI,"0.0, 0.15, 0.3, 0.44999999999999996, 0.6, 0.75, 0.8999999999999999, 1.05, 1.2, 1.3499999999999999, 1.5, 1.65, 1.7999999999999998, 1.95, 2.1, 2.25, 2.4, 2.55, 2.6999999999999997, 2.85, 3.0, 3.15, 3.3, 3.4499999999999997, 3.5999999999999996, 3.75, 3.9, 4.05, 4.2, 4.35, 4.5, 4.6499999999999995, 4.8, 4.95, 5.1, 5.25, 5.3999999999999995, 5.55, 5.7, 5.85, 6.0, 6.1499999999999995, 6.3, 6.45, 6.6",3420L_GLUT1_647_WGA_594_0001,3420,L,False,0.9410643092390363,False
"528, 637, 661, 816, 960, 1136, 1557, 2292, 3469, 4282, 5306, 6152, 6858, 6680, 6030, 5698, 5442, 5429, 5569, 6285, 6942, 8103, 9082, 9758, 10096, 10891, 10840, 10949, 11041, 10658, 10685, 10992, 11018, 10698, 10486, 10916, 11040, 11212, 11427, 11363, 11919, 11439, 11911, 12858, 12819",9,eGFP,"0.0, 0.15, 0.3, 0.44999999999999996, 0.6, 0.75, 0.8999999999999999, 1.05, 1.2, 1.3499999999999999, 1.5, 1.65, 1.7999999999999998, 1.95, 2.1, 2.25, 2.4, 2.55, 2.6999999999999997, 2.85, 3.0, 3.15, 3.3, 3.4499999999999997, 3.5999999999999996, 3.75, 3.9, 4.05, 4.2, 4.35, 4.5, 4.6499999999999995, 4.8, 4.95, 5.1, 5.25, 5.3999999999999995, 5.55, 5.7, 5.85, 6.0, 6.1499999999999995, 6.3, 6.45, 6.6",3420L_GLUT1_647_WGA_594_0001,3420,L,False,0.9410643092390363,False
"23614, 35163, 44813, 61703, 78995, 115546, 183015, 273321, 369506, 406553, 422688, 390377, 296234, 233259, 182338, 149747, 129632, 119728, 116551, 124739, 136913, 157671, 171158, 184021, 194280, 200131, 203907, 201957, 201197, 191121, 179405, 167115, 150271, 136431, 126826, 118990, 107607, 101738, 94110, 87268, 82954, 77190, 71166, 67775, 65656",9,WGA,"0.0, 0.15, 0.3, 0.44999999999999996, 0.6, 0.75, 0.8999999999999999, 1.05, 1.2, 1.3499999999999999, 1.5, 1.65, 1.7999999999999998, 1.95, 2.1, 2.25, 2.4, 2.55, 2.6999999999999997, 2.85, 3.0, 3.15, 3.3, 3.4499999999999997, 3.5999999999999996, 3.75, 3.9, 4.05, 4.2, 4.35, 4.5, 4.6499999999999995, 4.8, 4.95, 5.1, 5.25, 5.3999999999999995, 5.55, 5.7, 5.85, 6.0, 6.1499999999999995, 6.3, 6.45, 6.6",3420L_GLUT1_647_WGA_594_0001,3420,L,False,0.9410643092390363,False
"2318, 3760, 4412, 6248, 8245, 11812, 17783, 25942, 34771, 39341, 46011, 50978, 55327, 56135, 54206, 50899, 49405, 49748, 53070, 60485, 67705, 74151, 76702, 75305, 71918, 66184, 60756, 51061, 48243, 40391, 32210, 26939, 22037, 18925, 16735, 15095, 12982, 12244, 11374, 9803, 8967, 8166, 7061, 6712, 6155",9,GluT1,"0.0, 0.15, 0.3, 0.44999999999999996, 0.6, 0.75, 0.8999999999999999, 1.05, 1.2, 1.3499999999999999, 1.5, 1.65, 1.7999999999999998, 1.95, 2.1, 2.25, 2.4, 2.55, 2.6999999999999997, 2.85, 3.0, 3.15, 3.3, 3.4499999999999997, 3.5999999999999996, 3.75, 3.9, 4.05, 4.2, 4.35, 4.5, 4.6499999999999995, 4.8, 4.95, 5.1, 5.25, 5.3999999999999995, 5.55, 5.7, 5.85, 6.0, 6.1499999999999995, 6.3, 6.45, 6.6",3420L_GLUT1_647_WGA_594_0001,3420,L,False,0.9410643092390363,False
"6574, 8265, 9819, 11909, 14027, 16993, 23222, 30900, 41152, 47421, 58661, 69292, 83781, 92106, 96020, 96642, 93606, 85464, 75124, 59116, 47114, 33682, 26930, 22035, 19179, 16262, 15227, 12821, 12415, 11577, 10780, 10281, 9868, 9191, 8753, 8550, 8606, 8836, 8637, 8427, 8572, 8450, 8690, 8661, 8631",10,DAPI,"0.0, 0.15, 0.3, 0.44999999999999996, 0.6, 0.75, 0.8999999999999999, 1.05, 1.2, 1.3499999999999999, 1.5, 1.65, 1.7999999999999998, 1.95, 2.1, 2.25, 2.4, 2.55, 2.6999999999999997, 2.85, 3.0, 3.15, 3.3, 3.4499999999999997, 3.5999999999999996, 3.75, 3.9, 4.05, 4.2, 4.35, 4.5, 4.6499999999999995, 4.8, 4.95, 5.1, 5.25, 5.3999999999999995, 5.55, 5.7, 5.85, 6.0, 6.1499999999999995, 6.3, 6.45, 6.6",3420L_GLUT1_647_WGA_594_0001,3420,L,False,8.259543315321597,False
"1508, 1813, 2067, 2797, 3385, 4395, 6517, 9869, 15679, 19027, 25630, 31013, 39026, 42011, 45526, 47385, 48629, 50413, 52993, 57198, 58898, 56887, 52588, 48108, 43994, 38898, 35076, 28605, 27131, 23405, 19814, 18054, 16404, 15253, 14698, 14196, 14045, 14014, 13857, 14094, 14211, 13851, 14281, 14819, 15347",10,eGFP,"0.0, 0.15, 0.3, 0.44999999999999996, 0.6, 0.75, 0.8999999999999999, 1.05, 1.2, 1.3499999999999999, 1.5, 1.65, 1.7999999999999998, 1.95, 2.1, 2.25, 2.4, 2.55, 2.6999999999999997, 2.85, 3.0, 3.15, 3.3, 3.4499999999999997, 3.5999999999999996, 3.75, 3.9, 4.05, 4.2, 4.35, 4.5, 4.6499999999999995, 4.8, 4.95, 5.1, 5.25, 5.3999999999999995, 5.55, 5.7, 5.85, 6.0, 6.1499999999999995, 6.3, 6.45, 6.6",3420L_GLUT1_647_WGA_594_0001,3420,L,False,8.259543315321597,False
"29235, 43736, 54923, 78797, 103498, 159678, 288146, 435580, 519663, 517561, 454289, 364951, 252050, 201630, 167106, 153523, 150755, 158094, 169968, 193573, 213628, 231252, 236465, 236630, 232955, 225391, 216767, 208163, 209705, 199879, 192630, 182584, 167977, 153955, 143603, 133451, 119059, 112732, 103946, 96669, 89941, 83411, 76847, 73942, 70494",10,WGA,"0.0, 0.15, 0.3, 0.44999999999999996, 0.6, 0.75, 0.8999999999999999, 1.05, 1.2, 1.3499999999999999, 1.5, 1.65, 1.7999999999999998, 1.95, 2.1, 2.25, 2.4, 2.55, 2.6999999999999997, 2.85, 3.0, 3.15, 3.3, 3.4499999999999997, 3.5999999999999996, 3.75, 3.9, 4.05, 4.2, 4.35, 4.5, 4.6499999999999995, 4.8, 4.95, 5.1, 5.25, 5.3999999999999995, 5.55, 5.7, 5.85, 6.0, 6.1499999999999995, 6.3, 6.45, 6.6",3420L_GLUT1_647_WGA_594_0001,3420,L,False,8.259543315321597,False
"8900, 13795, 17359, 24851, 31821, 48146, 79362, 122623, 164863, 182253, 198164, 197143, 170437, 143172, 116376, 102009, 98261, 98547, 102857, 109153, 111510, 108898, 104811, 100043, 93558, 85594, 78966, 67666, 64443, 53905, 43369, 36212, 30290, 26073, 22894, 20192, 17113, 15696, 14239, 12349, 11211, 10115, 8769, 8264, 7504",10,GluT1,"0.0, 0.15, 0.3, 0.44999999999999996, 0.6, 0.75, 0.8999999999999999, 1.05, 1.2, 1.3499999999999999, 1.5, 1.65, 1.7999999999999998, 1.95, 2.1, 2.25, 2.4, 2.55, 2.6999999999999997, 2.85, 3.0, 3.15, 3.3, 3.4499999999999997, 3.5999999999999996, 3.75, 3.9, 4.05, 4.2, 4.35, 4.5, 4.6499999999999995, 4.8, 4.95, 5.1, 5.25, 5.3999999999999995, 5.55, 5.7, 5.85, 6.0, 6.1499999999999995, 6.3, 6.45, 6.6",3420L_GLUT1_647_WGA_594_0001,3420,L,False,8.259543315321597,False
