mask_id,Slice_Seperation,file_name,DJID,Sex,Eye,Age_Months,Genotype,Experimental_Condition,Time_Condition,eGFP_Value,eGFP_Raw_Intensity,In_Rip,Length_um,WGA_Middle_Integral,GLUT1_Middle_Integral,WGA_Top_Integral,GLUT1_Top_Integral,WGA_Bottom_Integral,GLUT1_Bottom_Integral,GLUT1_Top_Surface_Integral,GLUT1_Bot_Surface_Integral,WGA_Top_Surface_Integral,WGA_Bot_Surface_Integral,Top_Surface_Ratio,Bot_Surface_Ratio
0,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,4.695852534562212,False,4.35,2887.164896814266,102.34562211981567,694.8783810859547,32.47164896814266,694.693247846123,26.854538168703666,95.1921458625526,47.2576637948307,2103.7150871568824,1445.153476257263,0.04524954279393526,0.032700792387270285
1,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,4.505908419497785,False,4.2,1334.5487444608568,85.98596750369276,688.1846381093058,21.55982274741507,282.23855243722306,37.47784342688331,54.27548005908419,71.4165435745938,1503.3124076809456,592.6861152141802,0.03610392609132466,0.1204964006095973
2,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,4.068601583113456,False,4.95,1813.2058047493404,88.33509234828497,610.5593667546175,15.482849604221636,383.8218997361477,18.854881266490764,47.122691292875984,43.189973614775724,1592.5633245382585,793.3786279683378,0.02958921040489147,0.05443803512249305
3,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,4.3968565815324165,False,3.4499999999999997,2092.5839882121804,99.86910609037326,886.5550098231827,26.733055009823183,479.62205304518665,36.324901768172886,73.39980353634577,78.43835952848724,2235.4869842829075,1041.1544695481336,0.03283392122271324,0.07533786947342203
4,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,4.599595258745302,False,4.6499999999999995,2995.3584851113037,341.39462272333054,1760.0216825672157,404.2281006071119,418.32032379300375,40.55478461983232,606.0696733159872,100.31743278404163,3459.625325238508,961.1821335646141,0.1751836156634113,0.1043688072020306
5,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,10.002581926514399,False,3.5999999999999996,1510.7986097318767,111.25998013902681,647.8589870903675,23.59940417080437,386.53128103277055,24.66156901688183,75.19543197616683,66.36643495531281,1537.8287984111223,828.9692154915591,0.04889714125126178,0.08005898616628253
6,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,5.930291508238276,False,4.8,3053.7888828535215,319.31395980445416,1614.421691109904,290.5616512764801,393.0407387289517,28.744703965236287,482.9876878508058,74.91580662683324,3388.931739996379,853.2190838312512,0.1425191549745767,0.0878037165910954
7,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,4.538934020210026,False,5.3999999999999995,2323.8781454329305,201.39607687735287,760.5236774321379,29.02595601347335,329.1923915197147,32.88131563304934,104.98930057459879,83.31464236179909,1959.695066376065,728.9657222112146,0.05357430468442654,0.11429157753683655
8,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,4.615672572997255,False,3.5999999999999996,1285.0641377589218,103.06338906912903,1002.8193161966559,54.50761167956077,288.77763913151983,21.978787122535564,102.42949837783878,60.42974794110307,1786.9583229348643,613.4631894185177,0.05732058608373733,0.09850590709180532
9,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,17.228698752228166,False,3.4499999999999997,1609.3221033868092,133.3565062388592,831.9422459893048,35.18413547237077,366.7183600713013,27.005525846702316,100.20516934046346,78.63155080213903,1861.3930481283421,786.564705882353,0.05383342837839714,0.09996831819949471
10,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,3.7202944269190326,False,,,,554.5741324921136,31.0515247108307,,,61.37644584647738,,1140.7749737118822,,0.05380241262373522,
11,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,4.612366230677765,False,2.6999999999999997,1310.4472566672328,97.93799898080516,717.4183794802107,28.731442160693057,359.2884321386105,36.41209444538814,96.94394428401563,77.74859860710038,1698.447426533039,803.0079836928826,0.05707797766923098,0.09682170063807984
12,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,4.724550898203593,False,4.05,1704.434131736527,101.11701596806388,545.0803393213573,17.180638722554892,329.76921157684626,21.679141716566868,62.78468063872256,50.56487025948104,1554.810379241517,695.7597305389222,0.04038092456608812,0.07267576440550023
13,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,4.001970443349753,False,4.95,1990.7714285714285,108.4,896.0049261083743,46.7064039408867,374.1408866995074,21.391133004926107,93.77536945812808,48.87487684729064,2006.3684729064041,765.976354679803,0.046738857156325864,0.06380729189443654
14,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,3.9108527131782944,False,5.1,2294.217829457364,147.39767441860465,1087.5496124031008,111.86201550387597,326.412015503876,19.73759689922481,187.81627906976743,47.38449612403101,2328.0422480620155,710.9480620155039,0.08067563173568502,0.06664972964367921
15,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,11.905610907184059,False,4.05,1854.8793917147352,141.99720328613878,835.2382450620521,54.72889355007866,333.643768571928,27.061178115714036,120.01048767697955,67.37528404125153,1956.6809998252054,706.0131095962244,0.06133370114377374,0.09543064162049923
16,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,4.551545470787922,False,4.6499999999999995,2542.321779524746,241.01250670001784,1466.469179917813,246.1195283187422,430.5061640164373,24.283902090405576,394.19635519028054,62.08701089869572,2895.8808290155444,917.4479185277827,0.1361231274576612,0.0676736081088134
17,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,13.155892360037118,False,5.3999999999999995,1927.631920816579,135.8029693782864,750.5174760284565,22.559851531085677,220.11042375502626,19.417568821527993,74.65109805134549,47.56851221775441,1822.8802969378287,485.0652644602536,0.04095227655746149,0.09806621026695303
18,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,4.292622271345675,False,3.9,1602.4426637192596,84.09367228516166,666.6120475269411,19.418071290411717,331.30422768720643,17.713456756009947,62.039513677811556,40.47692732799116,1643.8925117435756,679.1541862392927,0.0377393979439751,0.0595990250050959
19,0.15,3723L_GLUT3_WGA594_0001.nd2,3723,F,L,14.7,Homo,Control,0,False,19.84583149536833,False,3.0,1473.526025584473,91.29201588001766,565.2190119100133,22.870313189236878,412.33811204234667,33.96184384649317,79.48786943096601,68.63630348478165,1594.4505955006616,856.6325540361712,0.04985282683281047,0.08012338914904639
