mask_id,Slice_Seperation,file_name,DJID,Sex,Eye,Age_Months,Genotype,Experimental_Condition,Time_Condition,eGFP_Value,eGFP_Raw_Intensity,In_Rip,Length_um,WGA_Middle_Integral,GLUT1_Middle_Integral,WGA_Top_Integral,GLUT1_Top_Integral,WGA_Bottom_Integral,GLUT1_Bottom_Integral,GLUT1_Top_Surface_Integral,GLUT1_Bot_Surface_Integral,WGA_Top_Surface_Integral,WGA_Bot_Surface_Integral,Top_Surface_Ratio,Bot_Surface_Ratio
0,0.15,2007R_GLUT1_647_WGA_594_0002.nd2,2007,M,R,12,Homo,Experimental,12,False,3.063057703747769,False,6.75,1076.068709101725,156.84741225461033,151.95508625817965,19.454491374182034,147.11511005353955,19.81945270672219,71.05264723378941,41.17251635930993,521.9193932183225,279.63920285544316,0.13613720462781806,0.14723442185105096
1,0.15,2007R_GLUT1_647_WGA_594_0002.nd2,2007,M,R,12,Homo,Experimental,12,False,3.536082474226804,False,6.6,663.3120274914089,110.40549828178693,140.4923253150057,18.55876288659794,154.03505154639177,19.876975945017186,60.587170675830464,35.99954180985108,397.5791523482245,260.08293241695304,0.15239021039705938,0.1384156256441244
2,0.15,2007R_GLUT1_647_WGA_594_0002.nd2,2007,M,R,12,Homo,Experimental,12,False,11.292817083692839,False,6.3,621.9592320966349,188.7832182916307,137.00194132873165,24.00970664365833,132.0681622088007,20.472497842968078,88.1038610871441,53.523188093183784,368.77491371872304,274.68226919758416,0.23890958362298975,0.19485490726991023
3,0.15,2007R_GLUT1_647_WGA_594_0002.nd2,2007,M,R,12,Homo,Experimental,12,False,3.4254881808838644,False,7.35,757.79753340185,130.4830421377184,140.24563206577596,19.926002055498458,103.91572456320658,14.013360739979444,67.42959917780061,28.505652620760536,405.9465570400822,205.80678314491263,0.1661046214296203,0.1385068664169788
4,0.15,2007R_GLUT1_647_WGA_594_0002.nd2,2007,M,R,12,Homo,Experimental,12,False,3.5732620320855615,False,6.1499999999999995,700.1294117647059,115.72532814778803,149.07233835683033,21.578512396694215,138.41759844433642,21.235585804569762,72.61526494895479,42.87467185221196,445.5454545454546,277.88167233835685,0.1629805987428081,0.1542911106422539
5,0.15,2007R_GLUT1_647_WGA_594_0002.nd2,2007,M,R,12,Homo,Experimental,12,False,3.427007299270073,False,6.1499999999999995,1011.2372262773722,162.46350364963504,157.29927007299273,20.284671532846716,167.2080291970803,22.934306569343065,80.51824817518248,50.215328467153284,563.7007299270072,327.8321167883212,0.14283864451551923,0.1531739140115334
6,0.15,2007R_GLUT1_647_WGA_594_0002.nd2,2007,M,R,12,Homo,Experimental,12,False,3.664005322687957,False,5.85,839.6016300731868,134.74001996007988,148.25182967398536,20.212408516300734,173.72687957418495,22.561543579507653,71.79906852960745,49.58349966733199,481.60628742514973,341.82019294743844,0.14908249830680692,0.14505725726670696
7,0.15,2007R_GLUT1_647_WGA_594_0002.nd2,2007,M,R,12,Homo,Experimental,12,True,44.88659565024412,False,6.1499999999999995,799.0641367066136,144.56724367509986,163.725477141589,23.256324900133155,179.15978695073238,23.55925432756325,82.53550821127385,50.40434975588104,497.8386595650245,345.5972037283622,0.16578766358439784,0.14584709949070834
8,0.15,2007R_GLUT1_647_WGA_594_0002.nd2,2007,M,R,12,Homo,Experimental,12,False,3.92133873374547,False,6.1499999999999995,924.0475378384139,142.14218716691536,158.88744404178212,21.971647836282244,171.02579407375825,22.604135578767856,79.95118311660626,46.36495416755489,554.896184182477,321.844169686634,0.1440831373428843,0.1440602581451094
9,0.15,2007R_GLUT1_647_WGA_594_0002.nd2,2007,M,R,12,Homo,Experimental,12,False,5.385964912280702,False,3.75,816.2729705619981,123.46476360392508,184.0341956586381,24.846862920011894,219.08415105560513,34.504014272970565,92.07433838834373,68.28843294677371,632.2809991079394,445.4219446922391,0.1456224977790695,0.15331178393996076
