mask_id,Slice_Seperation,file_name,DJID,Sex,Eye,Age_Months,Genotype,Experimental_Condition,Time_Condition,eGFP_Value,eGFP_Raw_Intensity,In_Rip,Length_um,WGA_Middle_Integral,GLUT1_Middle_Integral,WGA_Top_Integral,GLUT1_Top_Integral,WGA_Bottom_Integral,GLUT1_Bottom_Integral,GLUT1_Top_Surface_Integral,GLUT1_Bot_Surface_Integral,WGA_Top_Surface_Integral,WGA_Bot_Surface_Integral,Top_Surface_Ratio,Bot_Surface_Ratio
91,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,10.63973063973064,False,2.85,1544.7016835016836,189.1824915824916,646.9959595959596,31.562289562289564,722.9306397306397,91.60673400673402,130.78787878787878,190.6949494949495,1639.500336700337,1321.8127946127947,0.0797730112401823,0.1442677437169238
92,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,11.478751311647429,False,,,,1859.712749213012,121.22901364113328,,,201.2287513116474,,3476.266789087093,,0.0578864521973275,
93,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,True,102.59812050856829,False,3.3,2150.92730790492,1044.2070204532893,605.3037589828635,91.55859590934216,739.7202874516308,209.25981205085685,601.8562741846324,643.9441680486457,1856.2788833609727,1505.739358761747,0.3242272912650459,0.4276597834157676
94,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,11.623474968447622,False,6.0,2878.3277240218763,270.43752629364747,733.4295330248211,39.11274716028608,713.8552797644089,56.57088767353808,161.8397139251157,114.1068573832562,1978.3782078249892,1389.4795961295752,0.0818042340362416,0.0821220100684481
95,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,11.384922901199314,False,4.95,3326.242147344374,380.7221587664192,738.0248429468875,25.870930896630497,916.820102798401,69.64791547687035,130.9825813820674,182.62992575671043,2218.089377498572,1842.8123929183323,0.0590519853306279,0.0991039166322797
96,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,12.973888091822095,False,4.5,3520.445911047346,394.0166427546629,706.4694404591105,34.71506456241033,1095.2338593974175,103.62926829268292,157.8835007173601,275.6011477761836,2262.741176470588,2266.857962697274,0.0697753248843184,0.1215784810126582
97,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,11.958630527817403,False,4.35,3541.901569186876,276.9914407988587,649.1669044222539,23.942938659058488,974.3437945791728,53.54778887303851,109.44793152639087,149.73466476462198,2353.7246790299573,1956.810271041369,0.0464998869670252,0.0765197663669951
98,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,13.971785670090336,False,4.05,3060.0535824774165,315.3175349585447,602.8823165449821,32.56168790991214,823.3656725652766,77.23227323351071,157.52419255042693,187.94282885781465,2087.597327063482,1772.1604999381266,0.0754571729462828,0.1060529386950992
99,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,12.82463186077644,False,3.75,2914.5421686746986,216.38955823293173,811.9183400267738,32.43239625167336,835.4578313253013,79.24765729585006,126.66131191432396,161.25568942436414,2386.293172690764,1676.5194109772422,0.05307868847125,0.0961848030917627
100,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,11.98378509196515,False,5.25,3387.458857696031,435.4300580832526,767.9048886737658,74.75895450145208,830.1212487899323,69.47652468538239,300.73620522749275,134.0801064859632,2273.334462729913,1658.2272507260404,0.1322885876046397,0.080857497925726
101,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,12.01143674052895,False,3.9,2193.961937097927,132.0157255182273,1330.0178699070766,75.33220157255182,437.4664045746962,33.130629020729096,135.57594710507507,79.15707648320229,2648.134917798428,949.1508220157256,0.0511967672771704,0.0833977853120279
102,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,11.268073003081298,False,2.7,2146.852571699455,187.51362882199572,761.1846409101682,32.64588765110216,1194.7399857786206,51.32187722209054,148.54136051196966,145.7862052619104,2002.082009954965,2276.027257643992,0.0741934445109523,0.0640529258919419
103,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,11.32623169107856,False,4.5,2650.013315579227,170.79061251664453,1581.5099866844207,219.26930758988016,425.3262316910786,31.66844207723036,296.1757656458056,73.09753661784288,3116.618175765645,874.6108521970706,0.0950311359757906,0.0835772120071662
104,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,11.741515692778773,False,4.95,3948.29318703751,279.7305435059964,715.5003827507016,37.64965552436846,889.1214595560091,47.40367440673641,149.56749170706811,121.1145700433784,2542.6539933656545,1808.433784128604,0.0588233759281926,0.0669720788819136
105,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,12.352142355420275,False,4.35,3235.548583469913,281.92788574104424,644.5354717864669,26.227113088269725,884.6977288691173,61.45282135331304,125.49543432451418,160.90166237415124,2285.7944275345358,1745.9047061578085,0.0549023275290219,0.0921594757186064
106,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,13.99155446756426,False,5.55,4412.201223990208,679.8243574051406,627.6933904528763,27.305752753977966,671.727417380661,166.05361077111385,131.4798041615667,450.1638922888616,2450.325581395349,1356.7665850673195,0.0536580955444683,0.3317917003878199
107,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,11.780152671755726,False,4.65,3248.7201017811703,233.4287531806616,756.547582697201,23.5824427480916,791.5404580152672,63.28575063613231,103.00203562340964,135.6086513994911,2431.37048346056,1482.1666666666667,0.0423637764479263,0.0914935239398343
108,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,11.717697729052468,False,4.2,3103.6945967110423,210.9943226311668,762.7740798747064,23.38410336726703,995.0117462803446,62.19166014095536,101.87764291307752,140.56851996867655,2326.166014095537,1891.464173844949,0.0437963766540066,0.0743173050340838
109,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,10.739589275527669,False,3.15,4026.314318311466,298.07900741585854,974.1166571591558,148.0128351397604,1677.497718197376,56.45778665145465,384.8171705647461,111.08300057045064,3221.863091842556,3297.132059326868,0.1194393304728142,0.0336907950824174
110,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,False,13.125153374233127,False,3.6,2763.772699386503,252.7829754601227,751.3699386503068,36.48052147239264,1133.9684049079754,72.41763803680982,148.89539877300612,177.77653374233128,2131.102914110429,2216.0090490797547,0.0698677655532925,0.0802237399780279
111,0.15,3920L_GLUT3_WGA594_0002.nd2,3920,M,L,10.5,Homo,Control,0,True,68.0,False,3.9,2746.357201309329,353.60433715220955,712.4155073649754,30.583878887070373,932.81178396072,92.9625613747954,154.27618657937805,238.8778641571195,2078.226063829788,1879.434124386252,0.0742345547794138,0.1271009507902424
