DJID,Genotype,Eye,Sex,Age_Months,eGFP_Value,Experimental_Condition,In_Rip,Length_um,Time_Condition,GluT1_Top_Surface_Integral,GluT1_Bot_Surface_Integral,WGA_Top_Surface_Integral,WGA_Bot_Surface_Integral,GluT1_Top_Integral,GluT1_Middle_Integral,GluT1_Bottom_Integral,WGA_Top_Integral,WGA_Middle_Integral,WGA_Bottom_Integral,file_name
3608,het,R,Male,3.0,0,Light Flicker,0,2.4,30.0,56151.0,55527.0,1194224.0,595466.0,32596.0,213477.0,58896.0,1047723.0,1830414.0,847098.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.1,30.0,113947.0,169817.0,2201669.0,1005521.0,60287.0,512108.0,134929.0,1553928.0,3287420.0,1390548.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,1,Light Flicker,0,2.25,30.0,158862.0,139705.0,2166873.0,1083358.0,100991.0,470437.0,148661.0,2093697.0,3212247.0,1502319.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,1,Light Flicker,0,2.25,30.0,102877.0,115038.0,1141969.0,530326.0,53727.0,432940.0,100112.0,800873.0,1751572.0,793633.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.4,30.0,96224.0,76494.0,1195023.0,466022.0,47894.0,342504.0,70606.0,852619.0,1837941.0,683674.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.1,30.0,87279.0,81988.0,1350665.0,554651.0,50634.0,265338.0,80469.0,1120823.0,1730134.0,793031.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30.0,81543.0,63048.0,1064341.0,444883.0,44304.0,285791.0,68383.0,767292.0,1706821.0,695849.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.85,30.0,47324.0,37432.0,827603.0,258948.0,22319.0,194626.0,36094.0,580610.0,1246839.0,375623.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30.0,71261.0,70480.0,1244823.0,520481.0,39124.0,305869.0,69064.0,896023.0,2026121.0,786130.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,3.15,30.0,152896.0,70063.0,1293273.0,509865.0,99178.0,512511.0,67823.0,1065486.0,2441036.0,692847.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.7,30.0,86425.0,48703.0,835654.0,417381.0,51376.0,285237.0,51863.0,678894.0,1467446.0,609158.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.1,30.0,131187.0,124408.0,1401844.0,706153.0,76721.0,450613.0,115511.0,1187866.0,1980502.0,1097201.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,1.95,30.0,160349.0,59322.0,1873317.0,714026.0,85487.0,251760.0,63522.0,1437567.0,2341290.0,952837.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,1.95,30.0,183694.0,93693.0,1443064.0,549797.0,107091.0,391726.0,86620.0,1137309.0,1715346.0,769921.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,1.65,30.0,156561.0,185854.0,1628625.0,869899.0,82808.0,423692.0,176511.0,1321265.0,2077749.0,1262847.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,1,Light Flicker,0,1.7999999999999998,30.0,195432.0,166215.0,1369810.0,762972.0,115723.0,355389.0,173275.0,1095379.0,1775097.0,1098197.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.7,30.0,5483.0,13356.0,41699.0,178197.0,4883.0,18900.0,24353.0,36695.0,272315.0,228477.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.7,30.0,106495.0,74709.0,1222916.0,599921.0,64356.0,392949.0,76815.0,978830.0,2137911.0,885977.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,1,Light Flicker,0,2.4,30.0,92689.0,132375.0,1393427.0,701016.0,49497.0,479350.0,134974.0,1131641.0,2335335.0,1061753.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30.0,97263.0,119415.0,1494741.0,849971.0,42000.0,485051.0,113860.0,1263400.0,2857566.0,1168364.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,1.95,30.0,219535.0,277975.0,2452272.0,1271248.0,115595.0,718449.0,275047.0,1806752.0,3784037.0,1800861.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,,30.0,216506.0,,1822011.0,,137952.0,,,1550271.0,,,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,,30.0,119160.0,,1047347.0,,64661.0,,,795349.0,,,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,1.5,30.0,378640.0,376566.0,2935236.0,1704574.0,233056.0,804963.0,341654.0,2541020.0,3700874.0,2362694.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30.0,67539.0,32300.0,649300.0,220257.0,42026.0,98443.0,60794.0,529065.0,920751.0,367967.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30.0,56776.0,67215.0,1242612.0,431101.0,29920.0,255347.0,69402.0,1107240.0,1691572.0,618256.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.25,30.0,208861.0,140635.0,1514063.0,519617.0,129441.0,561775.0,125733.0,1235784.0,2140890.0,786452.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,1,Light Flicker,0,1.95,30.0,151655.0,194865.0,1570278.0,820460.0,85533.0,520580.0,197126.0,1277411.0,2375855.0,1213537.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.25,30.0,213079.0,129665.0,1434005.0,547768.0,128288.0,544753.0,118835.0,1187337.0,2058558.0,838502.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.25,30.0,42957.0,17079.0,180901.0,82247.0,28807.0,88909.0,17146.0,152921.0,264355.0,127406.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,1,Light Flicker,0,1.7999999999999998,30.0,130245.0,57552.0,2026729.0,1097233.0,66487.0,187167.0,111058.0,1501113.0,3062441.0,1654898.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,1.95,30.0,235575.0,144839.0,1478321.0,724065.0,140121.0,523492.0,146440.0,1269698.0,1967108.0,1066609.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,3.15,30.0,93169.0,70903.0,911883.0,357514.0,48142.0,410917.0,67412.0,647990.0,1796788.0,499867.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30.0,133536.0,141647.0,1246528.0,424634.0,68192.0,583383.0,144755.0,924481.0,2009962.0,662843.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30.0,72547.0,80252.0,852576.0,388562.0,39207.0,305639.0,81580.0,640443.0,1588494.0,601563.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.4,30.0,114448.0,142002.0,1782405.0,714060.0,57367.0,512808.0,143288.0,1334302.0,2772450.0,1056396.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,1,Light Flicker,0,,30.0,238879.0,,2164824.0,,138898.0,,,1734471.0,,,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,1,Light Flicker,0,2.1,30.0,313330.0,163202.0,1529522.0,666575.0,187784.0,693060.0,153409.0,1278852.0,2160392.0,972592.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.25,30.0,168725.0,114131.0,1221960.0,405968.0,83128.0,450518.0,125347.0,973503.0,1683620.0,654798.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.1,30.0,100971.0,69641.0,1350730.0,666049.0,52992.0,191227.0,106883.0,986105.0,2088378.0,1062246.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,1.5,30.0,366303.0,371338.0,1434028.0,956244.0,218688.0,777924.0,369076.0,1161659.0,1876783.0,1373152.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,0,Light Flicker,0,2.1,30.0,99685.0,123879.0,1694646.0,665732.0,46402.0,388652.0,122236.0,1234478.0,2382905.0,937855.0,3608R_GLUT1_WGA_0001
3608,het,R,Male,3.0,1,Light Flicker,0,2.25,30.0,6473.0,8650.0,251352.0,132177.0,1707.0,30709.0,4108.0,161354.0,422048.0,175838.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,0,Light Flicker,0,2.7,30.0,10726.0,11874.0,520101.0,259601.0,2525.0,65204.0,7606.0,330714.0,979747.0,384982.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,0,Light Flicker,0,2.4,30.0,17157.0,17787.0,666801.0,306700.0,6079.0,68180.0,9459.0,440133.0,1167106.0,449466.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,0,Light Flicker,0,2.4,30.0,20609.0,10782.0,561664.0,268831.0,10333.0,27846.0,19472.0,372131.0,937394.0,375528.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,0,Light Flicker,0,3.45,30.0,37010.0,12138.0,398161.0,117971.0,17337.0,125890.0,7132.0,278590.0,771001.0,159287.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,1,Light Flicker,0,2.25,30.0,26901.0,18669.0,487014.0,344220.0,9518.0,78069.0,12844.0,300344.0,857316.0,501003.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,0,Light Flicker,0,2.7,30.0,7398.0,12591.0,390608.0,173041.0,1403.0,53544.0,6305.0,249730.0,663175.0,247966.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30.0,141605.0,33161.0,562143.0,185837.0,59002.0,290700.0,21330.0,302086.0,993759.0,260432.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30.0,7803.0,5348.0,454125.0,197662.0,2035.0,37188.0,2613.0,287094.0,747881.0,285223.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30.0,33277.0,8216.0,491911.0,268059.0,11999.0,89256.0,3702.0,297325.0,939202.0,350467.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,0,Light Flicker,0,2.85,30.0,52348.0,25887.0,712525.0,215352.0,22164.0,176695.0,23305.0,469676.0,1387586.0,307938.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,0,Light Flicker,0,2.7,30.0,63351.0,28853.0,513309.0,196805.0,27710.0,172840.0,20066.0,330975.0,877547.0,281414.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30.0,33798.0,14264.0,711771.0,306665.0,12960.0,81678.0,9831.0,443743.0,1311671.0,477788.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,1,Light Flicker,0,,30.0,85999.0,,942717.0,,46422.0,,,594729.0,,,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30.0,4585.0,4414.0,619516.0,290013.0,2156.0,8585.0,3251.0,431682.0,1001905.0,404413.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,1,Light Flicker,0,2.7,30.0,7492.0,6744.0,204907.0,105703.0,3563.0,28166.0,4246.0,147776.0,368111.0,158316.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,1,Light Flicker,0,2.7,30.0,21145.0,13919.0,687426.0,329900.0,9941.0,78069.0,7976.0,502290.0,1298096.0,458918.0,3608R_GLUT1_WGA_0002
3608,het,R,Male,3.0,0,Light Flicker,0,2.4,30.0,53452.0,18410.0,627185.0,245723.0,29485.0,54608.0,21938.0,391255.0,1041349.0,323340.0,3608R_GLUT1_WGA_0002
