DJID,Genotype,Eye,Sex,Age_Months,eGFP_Value,Experimental_Condition,In_Rip,Length_um,Time_Condition,GluT1_Top_Surface_Integral,GluT1_Bot_Surface_Integral,WGA_Top_Surface_Integral,WGA_Bot_Surface_Integral,GluT1_Top_Integral,GluT1_Middle_Integral,GluT1_Bottom_Integral,WGA_Top_Integral,WGA_Middle_Integral,WGA_Bottom_Integral,file_name
3606,homo,R,Male,2.8,0,Light Flicker,0,4.2,90,13267,1182,260179,169129,4690,39032,621,143426,858759,227262,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.95,90,11237,332,212158,123892,2979,38727,216,92096,772411,157715,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.05,90,7949,772,199057,130592,3254,20027,432,125352,653614,177274,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.05,90,32542,3106,413072,261236,9439,101167,1639,188019,1293348,326348,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.05,90,36205,1828,430967,290541,12660,93300,1401,197433,1324672,358745,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,1,Light Flicker,0,2.6999999999999997,90,29784,6229,372037,309704,9486,73611,5865,171263,918910,427895,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.95,90,6809,163,140059,95184,2371,15941,114,91274,469661,114922,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,5.55,90,7797,164,124558,65531,2648,25229,54,70653,490860,84076,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.5,90,10547,894,175467,102556,3835,31126,524,103209,492494,128583,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.35,90,16995,1758,263649,131233,5097,55609,1127,122591,746830,169593,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.05,90,16100,3922,289939,243083,4083,73017,2932,128306,1013357,313283,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.5,90,11926,722,271642,227517,3405,35233,627,143598,989352,285745,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,3.5999999999999996,90,13709,5390,225985,199579,4026,61064,3973,99498,684811,266966,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,3.0,90,10669,2163,207428,163035,3335,29302,1783,96605,507572,228948,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,3.3,90,13983,4270,385232,259755,4439,38693,4270,166163,1119400,345722,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,3.0,90,6625,4567,457266,303489,5151,4984,8432,270813,935428,407126,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,3.3,90,23522,4917,243370,197950,7239,70413,4034,116988,609659,270183,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.8,90,13871,686,234942,174492,4627,43786,437,129912,865823,212619,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.05,90,12872,1417,199726,132590,4636,33459,1004,94274,589182,157344,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.8,90,14107,510,195829,160106,6071,27854,285,104053,719888,197496,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.2,90,13011,1602,198627,113514,3916,35794,1021,89983,579323,150647,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,2.55,90,35686,11714,1234076,796307,25620,30377,24838,706663,2595319,1099355,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,3.3,90,9354,4352,201113,229681,1774,51730,2868,71178,672656,284300,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.5,90,4282,462,111017,72021,2120,3065,752,49703,346303,86808,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,3.9,90,10956,1762,191213,168301,2376,38863,1228,66589,671300,216888,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,1,Light Flicker,0,4.35,90,21575,2920,289200,235163,4403,83678,2318,100470,1225667,309446,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.5,90,15579,976,390103,268528,4522,49510,1182,169603,1422206,352615,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.8,90,20973,1013,217168,143365,7567,60682,575,100312,781168,177933,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.2,90,14594,2172,243734,161772,3180,56966,1602,86201,862288,211202,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.5,90,10896,2214,206338,137763,1985,56033,1428,72780,769493,176627,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.8,90,25230,470,308306,273379,10379,61547,455,170096,1247581,333205,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,1,Light Flicker,0,4.05,90,15142,1388,278615,228937,3180,58033,1101,100395,1045820,292817,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.35,90,19579,2071,351581,245341,6555,61295,1459,167219,1192439,310651,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.5,90,8354,994,202037,169275,2363,26807,957,90199,723652,211139,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.95,90,16059,342,222626,114264,5968,54456,189,119301,751618,144782,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,3.9,90,29339,2186,542917,396411,8898,73544,1836,230731,1805795,515592,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,3.4499999999999997,90,13904,3846,272426,186435,2872,67284,4095,100107,895163,263296,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.35,90,5973,534,156289,121281,2370,20535,338,75564,498707,152678,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.35,90,19557,3295,343689,287197,6444,76043,2074,162277,1158436,363580,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,5.7,90,13025,126,236571,125836,3477,35884,61,97815,900017,154011,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.5,90,8787,1299,227478,189746,1716,39432,1034,80009,959647,251551,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,3.5999999999999996,90,14086,7414,460720,402440,2628,89246,6961,170500,1677358,557817,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,3.5999999999999996,90,13924,4563,412970,398647,4611,36408,3427,196952,1303838,482742,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,1,Light Flicker,0,4.35,90,9125,1480,221913,156458,2739,34731,1158,105872,730254,202190,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,3.5999999999999996,90,6436,1371,199010,147573,1352,26639,1091,73623,602615,197890,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,5.85,90,6469,134,180687,97684,1972,23023,45,77721,734528,124794,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,5.25,90,12321,338,163276,115499,4279,30239,161,88897,617652,144028,3606R_GLUT1_WGA_0001
3606,homo,R,Male,2.8,0,Light Flicker,0,4.35,90,7411,1310,151556,121411,2047,28385,1218,54290,590109,162080,3606R_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.4,30,113,276,291861,163304,16,526,228,226265,477531,198308,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.4,30,134,701,282243,142189,26,1373,477,207117,444118,184979,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.4,30,128,937,277444,139257,22,1821,833,209378,438790,190639,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,1,Light Flicker,0,2.6999999999999997,30,117,110,126840,72085,12,390,74,97360,233357,93157,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.4,30,131,670,238386,104426,14,1525,370,189930,329053,128426,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,1,Light Flicker,0,2.6999999999999997,30,79,215,171243,116286,8,594,97,144185,329640,135931,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.6999999999999997,30,142,466,207196,102627,8,1739,283,151370,339342,132352,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.85,30,52,124,159674,96452,6,462,75,118525,337727,123187,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.0,30,784,460,255217,160744,153,3126,306,223090,518266,198828,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.75,30,644,326,529447,201622,55,6974,332,397082,1240549,254065,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.0,30,19,30,56006,33756,1,141,28,40872,110498,46464,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.75,30,534,82,166658,83427,108,1524,69,144307,373345,104068,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.0,30,119,194,204134,75749,27,1083,95,150329,355866,101818,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.0,30,49,124,205946,109539,5,756,86,173643,406645,146528,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.4499999999999997,30,19,552,110067,71746,2,691,406,88600,251138,82761,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,1,Light Flicker,0,2.85,30,121,852,321974,188569,14,2973,583,224744,660240,225101,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,1,Light Flicker,0,3.0,30,158,261,157250,82522,29,989,158,140567,278179,104750,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.55,30,904,1412,386291,210421,420,4166,790,308152,697712,262549,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.85,30,112,322,75819,43373,3,1388,218,64107,122156,53082,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.55,30,266,80,155031,70177,90,360,61,135090,222984,90663,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.6999999999999997,30,173,298,227099,115226,38,923,156,199820,381846,145234,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.55,30,250,387,328368,142015,46,1436,242,293844,527251,181378,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.55,30,118,397,213701,147000,16,912,252,168925,435213,183113,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.75,30,1488,109,221163,71710,305,1828,74,187829,501476,91026,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.55,30,134,339,241331,98254,12,1078,209,190546,346134,121399,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,5.25,30,913,24,369121,87307,97,3116,19,298708,821004,119133,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,2.6999999999999997,30,157,297,214559,102495,45,1002,192,191785,368384,131792,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.5999999999999996,30,1380,241,600082,198088,171,5857,244,463891,1199189,247442,3653L_GLUT1_WGA_0001
3653,homo,L,Male,1.9,0,Light Flicker,0,3.5999999999999996,30,498,143,255330,85196,47,2183,124,194551,478814,107549,3653L_GLUT1_WGA_0001
