DJID,Genotype,Eye,Sex,Age_Months,eGFP_Value,Experimental_Condition,In_Rip,Length_um,Time_Condition,GluT1_Top_Surface_Integral,GluT1_Bot_Surface_Integral,WGA_Top_Surface_Integral,WGA_Bot_Surface_Integral,GluT1_Top_Integral,GluT1_Middle_Integral,GluT1_Bottom_Integral,WGA_Top_Integral,WGA_Middle_Integral,WGA_Bottom_Integral
3608,het,R,Male,3.0,0,Light Flicker,0,2.25,30,24565,44961,1059122,625342,6563,153382,22270,618380,1926583,739367
3608,het,R,Male,3.0,1,Light Flicker,0,2.25,30,78639,80077,945675,496593,28680,301269,54034,603884,1560498,567079
3608,het,R,Male,3.0,0,Light Flicker,0,3.15,30,61077,15871,707646,252870,21358,169605,14661,435724,1285716,296493
3608,het,R,Male,3.0,1,Light Flicker,0,2.25,30,34712,29633,552446,318243,12676,130950,18187,389753,876808,406146
3608,het,R,Male,3.0,0,Light Flicker,0,2.4,30,30780,14854,557227,256857,11178,91388,8565,409315,849891,328958
3608,het,R,Male,3.0,0,Light Flicker,0,2.25,30,19990,16643,596852,296581,7118,66785,11808,426610,880944,370165
3608,het,R,Male,3.0,1,Light Flicker,0,2.55,30,37250,48391,840205,445252,11680,204776,36206,522678,1472677,526207
3608,het,R,Male,3.0,0,Light Flicker,0,2.4,30,37844,11873,259957,148315,16291,53336,27837,152473,514300,172709
3608,het,R,Male,3.0,0,Light Flicker,0,2.6999999999999997,30,17856,9598,381057,195736,6797,56374,7370,272393,620527,256234
3608,het,R,Male,3.0,0,Light Flicker,0,2.6999999999999997,30,22581,12881,616035,254987,5923,85193,9520,364203,1110256,325814
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30,22374,12661,626495,316864,7873,84264,8100,430095,1099241,405965
3608,het,R,Male,3.0,1,Light Flicker,0,3.4499999999999997,30,16341,27497,436029,161554,3956,136346,24093,270753,874981,212442
3608,het,R,Male,3.0,0,Light Flicker,0,2.25,30,21892,16889,356368,233610,8778,80422,10684,285362,527594,305827
3608,het,R,Male,3.0,0,Light Flicker,0,3.5999999999999996,30,30465,16367,449202,185408,10393,173641,14689,260489,995091,241066
3608,het,R,Male,3.0,0,Light Flicker,0,5.25,30,44752,242,833856,101091,17287,83670,76,562907,1889771,49079
3608,het,R,Male,3.0,0,Light Flicker,0,4.8,30,56209,310,634215,99746,23680,142112,208,445247,1379967,76009
3608,het,R,Male,3.0,1,Light Flicker,0,4.8,30,53378,718,587478,125878,23022,139553,371,405043,1623254,96974
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30,37890,11719,935926,480221,15322,53027,28375,661984,1629694,607236
3608,het,R,Male,3.0,0,Light Flicker,0,3.5999999999999996,30,5995,3251,437632,170414,1404,13630,4595,249338,920372,203986
3608,het,R,Male,3.0,0,Light Flicker,0,2.85,30,28218,11051,520354,326331,11414,98044,7453,382322,995655,393697
3608,het,R,Male,3.0,1,Light Flicker,0,2.4,30,21410,29178,554240,343735,7368,110193,22499,429711,949935,450350
3608,het,R,Male,3.0,1,Light Flicker,0,2.25,30,65695,64621,1093418,677908,23384,235931,46786,717353,2013091,788454
3608,het,R,Male,3.0,0,Light Flicker,0,2.4,30,150235,84032,936000,406875,67747,428640,59649,612583,1627212,466900
3608,het,R,Male,3.0,0,Light Flicker,0,2.4,30,29999,54220,556765,279931,10305,184557,44047,378622,840768,348573
3608,het,R,Male,3.0,1,Light Flicker,0,4.5,30,113106,1386,1440757,256907,56209,316840,801,1152853,3513863,193266
3608,het,R,Male,3.0,0,Light Flicker,0,2.25,30,28658,10691,475461,229350,12601,47460,21611,329386,783832,313141
3608,het,R,Male,3.0,0,Light Flicker,0,2.4,30,79743,51852,588591,253302,33054,246774,37378,376966,919154,306482
3608,het,R,Male,3.0,0,Light Flicker,0,2.6999999999999997,30,50091,15947,465502,183527,24221,137996,10149,346111,766738,222061
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30,87790,37260,822267,400517,36178,246538,24809,516801,1573274,507725
3608,het,R,Male,3.0,0,Light Flicker,0,2.55,30,41079,21205,253072,139587,18495,126762,16360,191619,428948,173465
3608,het,R,Male,3.0,0,Light Flicker,0,2.25,30,78435,54678,786484,415380,28663,201336,57279,463391,1316837,540732
3608,het,R,Male,3.0,1,Light Flicker,0,2.4,30,123817,72533,847360,471590,62162,376522,61149,614602,1340409,575637
3608,het,R,Male,3.0,0,Light Flicker,0,2.85,30,42556,32777,616488,246023,16684,189977,27541,434876,1116244,310889
3608,het,R,Male,3.0,0,Light Flicker,0,3.15,30,26162,16992,401010,183978,10348,113327,12034,267264,792956,226941
3608,het,R,Male,3.0,0,Light Flicker,0,2.6999999999999997,30,18375,13991,391720,197282,7916,75366,9776,298607,732589,253157
3608,het,R,Male,3.0,0,Light Flicker,0,2.6999999999999997,30,31606,33935,438502,183395,12574,158535,27101,299450,671823,234472
