DJID,Genotype,Eye,Sex,Age_Months,eGFP_Value,Experimental_Condition,In_Rip,Length_um,GluT1_Top_Surface_Integral,GluT1_Bot_Surface_Integral,WGA_Top_Surface_Integral,WGA_Bot_Surface_Integral,GluT1_Top_Integral,GluT1_Middle_Integral,GluT1_Bottom_Integral,WGA_Top_Integral,WGA_Middle_Integral,WGA_Bottom_Integral
2006,het,R,Male,20.6,0,Dark,0,5.7,60432,48583,954146,685003,27755,312462,54507,494021,2873223,868916
2006,het,R,Male,20.6,0,Dark,0,6.0,72647,41217,1113699,642524,39227,375227,48089,702844,3300952,828427
2006,het,R,Male,20.6,0,Dark,0,4.6499999999999995,62779,9910,1421827,268357,159675,111722,14495,2208611,3196151,343540
2006,het,R,Male,20.6,0,Dark,0,6.75,64088,39861,934567,550940,27990,543954,43491,476039,4207944,645984
2006,het,R,Male,20.6,0,Dark,0,6.6,97719,49298,1284749,648035,50169,676759,57546,684017,4435233,818092
2006,het,R,Male,20.6,0,Dark,0,6.0,103125,50541,1573172,851290,53498,660209,59204,974869,5548201,1102987
2006,het,R,Male,20.6,0,Dark,0,5.7,9061,4302,168209,128072,4059,46047,7723,82053,816223,162831
2006,het,R,Male,20.6,0,Dark,0,6.6,72637,20275,938316,496563,37781,235023,29955,552862,4558061,588277
2006,het,R,Male,20.6,0,Dark,0,5.3999999999999995,113796,22093,2553349,540200,66125,333550,38480,1579641,9487479,722308
2006,het,R,Male,20.6,0,Dark,0,3.4499999999999997,59342,25936,1037690,649617,32658,187125,37786,655916,2579427,874813
2006,het,R,Male,20.6,0,Dark,0,5.85,168440,36397,3490222,834814,97894,547243,58324,2187671,14349113,1042949
2006,het,R,Male,20.6,0,Dark,0,4.05,93546,74356,1383191,700498,51891,376853,102540,810620,3314123,849237
2006,het,R,Male,20.6,0,Dark,0,5.1,61966,30429,793811,377993,33980,305250,38317,512461,2339979,446671
2006,het,R,Male,20.6,0,Dark,0,7.35,60385,21645,674439,334763,32799,339698,21301,410845,2860350,380553
2007,het,L,Male,20.9,0,Dark,0,4.95,64207,27001,874603,638762,47844,245398,37254,630308,2657600,890287
2007,het,L,Male,20.9,0,Dark,0,4.8,46389,19864,674674,467495,31090,211731,25454,497685,1802184,629609
2007,het,L,Male,20.9,0,Dark,0,5.55,59243,25657,1232084,711719,40134,193359,38425,887452,3252224,988989
2007,het,L,Male,20.9,0,Dark,0,6.45,54859,16036,752797,425183,48943,195591,21139,645333,2756966,559402
2007,het,L,Male,20.9,0,Dark,0,4.6499999999999995,71156,27904,1223352,823784,48307,236447,38777,842955,3601622,1064995
2007,het,L,Male,20.9,0,Dark,0,5.55,54421,24326,986726,719499,38521,222585,34940,684221,3143284,969141
2007,het,L,Male,20.9,0,Dark,0,5.1,135245,57418,2596478,1979458,86059,480634,86819,1693824,8652367,2682666
2007,het,L,Male,20.9,0,Dark,0,4.6499999999999995,60673,33846,1173878,919116,40065,224939,45620,812847,3741797,1233622
2007,het,L,Male,20.9,0,Dark,0,4.95,82915,41172,1493852,1214247,52589,404130,57001,1010988,4674314,1632947
2007,het,L,Male,20.9,0,Dark,0,4.95,100421,42054,1818562,1245405,84678,305174,61294,1559083,5213982,1699434
2007,het,L,Male,20.9,0,Dark,0,3.9,126057,58437,2105627,1560932,76053,448384,86882,1350343,5782127,2142215
2007,het,L,Male,20.9,0,Dark,0,4.2,102792,30506,1550914,1089720,73349,237439,47622,1220697,5467039,1382444
2007,het,L,Male,20.9,0,Dark,0,5.25,94103,35799,1678325,1070300,69668,296752,51294,1380434,4649054,1439803
2007,het,L,Male,20.9,0,Dark,0,5.55,82999,35733,1437077,1015087,67101,377865,50745,1141908,4419877,1358735
2007,het,L,Male,20.9,0,Dark,0,4.35,106007,60196,2202976,1727278,73865,433302,84033,1673226,6381732,2283689
2007,het,L,Male,20.9,0,Dark,0,4.35,199348,116723,3721582,2661906,134711,753302,160943,2748235,10314789,3676252
2007,het,L,Male,20.9,0,Dark,0,4.8,65084,34368,1100835,836727,46222,336227,45648,845258,3159868,1155434
2007,het,L,Male,20.9,0,Dark,0,3.9,102651,44231,1630972,1235428,66912,349194,64852,1215926,4350722,1666309
2007,het,L,Male,20.9,0,Dark,0,3.0,117378,27961,1664362,1144103,89446,201517,46824,1361792,4522259,1599558
2007,het,L,Male,20.9,0,Dark,0,5.25,18545,9737,301305,222793,14382,91595,13102,227499,872567,312712
2007,het,L,Male,20.9,0,Dark,0,3.75,80683,45706,1557474,1293710,51680,261125,69662,1080090,4095563,1778221
2007,het,L,Male,20.9,0,Dark,0,5.55,91043,42337,1619792,1168344,59262,480773,60458,1119117,5679935,1578991
2007,het,L,Male,20.9,0,Dark,0,4.95,69612,30624,986890,768141,55308,283429,41685,848236,2742384,1059937
2007,het,L,Male,20.9,1,Dark,0,4.2,116630,77646,2222170,1914083,78261,466183,103826,1705346,6456048,2576786
2007,het,L,Male,20.9,0,Dark,0,4.6499999999999995,124286,56541,2026651,1431676,85698,381464,80647,1544840,5612879,1955659
2007,het,L,Male,20.9,1,Dark,0,3.9,144566,85437,2463135,2002779,94402,479989,115630,1897479,6436048,2640650
2007,het,L,Male,20.9,1,Dark,0,4.05,122665,45546,2194648,1240786,88880,386131,67407,1643020,5959986,1746596
2007,het,L,Male,20.9,0,Dark,0,4.35,124239,66460,2326242,1827288,74992,465039,92818,1518240,6729362,2477768
2007,het,L,Male,20.9,0,Dark,0,6.6,56171,22333,1012586,688333,35600,231153,27048,706471,3640139,743608
2007,het,L,Male,20.9,1,Dark,0,4.2,131081,82877,2300616,2130354,77493,581286,111275,1470314,7375754,2775730
2007,het,L,Male,20.9,0,Dark,0,3.5999999999999996,75167,25402,1260900,909579,43214,199079,42620,821165,3558455,1262235
2007,het,L,Male,20.9,1,Dark,0,6.3,50871,25265,913460,695656,33430,231032,36465,621846,3410214,966732
2007,het,L,Male,20.9,0,Dark,0,4.35,84695,43986,1349301,1108447,53482,344133,60436,834515,4232637,1485112
2007,het,L,Male,20.9,0,Dark,0,5.1,139485,61119,2101718,1359228,100637,467635,90783,1548423,6638249,1897139
2007,het,L,Male,20.9,0,Dark,0,6.3,77746,33878,1277662,866014,54793,398974,42796,983432,4220839,1048899
2007,het,L,Male,20.9,0,Dark,0,4.2,162751,96488,2802426,2094080,102525,678861,122345,1974860,7183669,2838671
2007,het,L,Male,20.9,0,Dark,0,5.85,93918,33013,1891202,1044418,60649,306453,52983,1330319,8514539,1395679
2007,het,L,Male,20.9,1,Dark,0,4.6499999999999995,153885,86433,2444383,1844998,91570,762385,115921,1622139,7769817,2448644
2007,het,L,Male,20.9,0,Dark,0,6.6,80617,33586,1478006,944207,52326,427857,36135,1047738,5027652,936944
2007,het,L,Male,20.9,1,Dark,0,5.7,129695,57216,2116471,1430620,81286,609946,78412,1449642,6856968,1874798
2007,het,L,Male,20.9,0,Dark,0,5.55,134413,50782,2794829,1473582,92162,427930,76234,1995407,12075385,1950973
2007,het,L,Male,20.9,1,Dark,0,3.75,177466,92710,2403886,1870545,121100,587315,120448,1809785,6004300,2471852
2007,het,L,Male,20.9,0,Dark,0,7.05,77541,27352,1419797,729271,50625,445347,13520,1061930,5389060,363518
2007,het,L,Male,20.9,0,Dark,0,4.05,198256,108873,3119608,2475052,121207,729237,144150,2236241,9126639,3264109
2007,het,L,Male,20.9,0,Dark,0,3.75,240076,144560,4385196,3883717,149546,820498,223324,3161022,14636130,5431688
2007,het,L,Male,20.9,0,Dark,0,4.95,99295,41787,1363440,919060,62426,355064,57789,1021534,3753282,1279316
2007,het,L,Male,20.9,0,Dark,0,4.2,88203,50748,1302904,1055917,54790,403501,66634,959332,3743547,1425140
2007,het,L,Male,20.9,0,Dark,0,6.75,251771,85403,5010327,2480416,157168,1013152,67199,3377625,27046073,1677112
2007,het,L,Male,20.9,1,Dark,0,4.5,121417,63645,1840977,1374556,81649,439608,88867,1477441,5074468,1916426
2007,het,L,Male,20.9,0,Dark,0,4.2,116630,90342,2173308,1891772,65245,513039,117327,1377496,6851123,2476649
2007,het,L,Male,20.9,1,Dark,0,5.25,66250,34534,1078881,928637,44581,273654,46700,876150,3578082,1187526
2007,het,L,Male,20.9,0,Dark,0,4.6499999999999995,93460,50816,1354491,1119859,58268,469656,68441,1051926,4071055,1524935
2007,het,L,Male,20.9,0,Dark,0,4.6499999999999995,185170,86074,2517026,2001642,119588,698095,119459,1956911,7736441,2752325
2007,het,L,Male,20.9,0,Dark,0,3.15,126249,79849,1408501,1507237,75029,432442,109820,998684,3749189,2073513
2007,het,L,Male,20.9,1,Dark,0,4.6499999999999995,137719,84138,2017603,1822177,79278,606168,116505,1408839,7598254,2528036
2007,het,L,Male,20.9,0,Dark,0,4.8,233107,145158,3279123,2636223,134855,1359806,184980,2210888,11683688,3590530
2007,het,L,Male,20.9,0,Dark,0,4.95,145110,81544,2106627,1721136,85729,632883,114555,1475032,6915131,2372088
2007,het,L,Male,20.9,0,Dark,0,4.6499999999999995,60055,39459,1057152,866307,38201,327559,54345,770628,3004961,1210408
2007,het,L,Male,20.9,0,Dark,0,4.8,170246,89650,2479404,2099877,97415,773851,130074,1665138,8933493,2889063
2007,het,L,Male,20.9,0,Dark,0,4.35,75844,55435,1068933,1099941,43732,468390,69798,706665,3579796,1502224
2007,het,L,Male,20.9,0,Dark,0,4.05,72541,56027,1101637,1156268,43547,389163,71752,837896,3530166,1549842
2007,het,L,Male,20.9,1,Dark,0,4.8,109015,68467,1716485,1505141,68657,492425,90923,1289846,5930369,2023798
2007,het,L,Male,20.9,0,Dark,0,4.5,100247,62771,1249585,1343201,59224,599284,82077,937799,4516493,1799877
2007,het,L,Male,20.9,0,Dark,0,5.85,80943,37136,1004138,810761,45581,431212,47252,722181,4035026,998332
2007,het,L,Male,20.9,0,Dark,0,4.6499999999999995,108691,54672,1400955,1264866,63606,437682,73661,984145,4767948,1669350
2007,het,L,Male,20.9,0,Dark,0,4.5,116039,56830,1212237,1238190,65615,605665,76384,852079,4283546,1660478
2007,het,L,Male,20.9,1,Dark,0,5.25,89200,59355,1378789,1456946,49450,442849,78211,970444,5805593,1830557
2007,het,L,Male,20.9,1,Dark,0,5.1,175019,89153,2030129,2105074,90535,833520,121432,1337469,8893870,2756811
2007,het,L,Male,20.9,0,Dark,0,4.6499999999999995,103029,39252,1112399,1404803,55301,353565,63833,759562,5470212,1892821
2007,het,L,Male,20.9,0,Dark,0,3.5999999999999996,116865,40755,1334987,1143558,80822,237790,60721,919790,5061801,1466111
2007,het,L,Male,20.9,0,Dark,0,4.35,118623,55124,1384277,1250634,75655,444550,73762,1099956,4442033,1698541
2007,het,L,Male,20.9,1,Dark,0,4.6499999999999995,40487,21495,486236,498484,20260,149195,31211,308655,1639870,687824
2007,het,L,Male,20.9,1,Dark,0,4.2,88688,63449,2028064,1537469,48672,392417,85118,1189423,5077712,2104433
2007,het,L,Male,20.9,0,Dark,0,5.55,210008,71376,3315785,2066679,83968,866121,102047,1441956,10934846,2817226
2007,het,L,Male,20.9,1,Dark,0,4.5,79778,67925,1971347,1496557,32841,422159,92318,849987,5280325,2100844
2007,het,L,Male,20.9,0,Dark,0,4.35,102219,54537,2016465,1503561,53087,500894,76882,1135626,5245264,2101222
2007,het,L,Male,20.9,1,Dark,0,4.35,83321,52087,2120686,1566330,43406,348880,76694,1170476,5428048,2153606
2007,het,L,Male,20.9,0,Dark,0,4.2,114706,78816,2614884,1886136,59279,507001,101134,1445410,6532378,2526051
2007,het,L,Male,20.9,0,Dark,0,4.35,62389,39058,1323961,934428,31890,325379,53074,735914,3017890,1300220
2007,het,L,Male,20.9,0,Dark,0,5.3999999999999995,109348,37104,1834546,1234245,54240,336558,54837,978925,5651726,1650562
2007,het,L,Male,20.9,0,Dark,0,4.05,71363,49464,1669307,1235329,45504,346523,66846,1190088,3839667,1713324
2007,het,L,Male,20.9,0,Dark,0,4.6499999999999995,98331,18936,1058474,716656,61346,192819,30061,711623,3297279,973308
2007,het,L,Male,20.9,0,Dark,0,4.05,83890,46416,1406523,964326,53286,338069,61124,964330,3223571,1371677
2007,het,L,Male,20.9,0,Dark,0,3.5999999999999996,126942,29516,1679413,1214351,74222,234813,52646,1116919,4034769,1683986
2007,het,L,Male,20.9,0,Dark,0,5.25,83705,46653,1871810,1313431,49551,415102,67304,1215489,5868535,1799691
2007,het,L,Male,20.9,0,Dark,0,5.3999999999999995,105056,55511,2669543,1564800,63414,456622,78737,1729382,7186748,2102914
2007,het,L,Male,20.9,0,Dark,0,4.6499999999999995,93938,46809,1732953,1270818,56717,447412,66179,1158865,4550936,1730527
2007,het,L,Male,20.9,0,Dark,0,3.75,84974,58922,1503911,1400808,47735,376271,72031,944708,3867990,1834732
2007,het,L,Male,20.9,0,Dark,0,4.95,77659,47096,1857608,1292466,44120,295020,68735,1109847,4848515,1749502
2007,het,L,Male,20.9,0,Dark,0,4.2,164294,71836,3456402,2306778,107936,420037,111787,2521462,10651912,3234594
2007,het,L,Male,20.9,0,Dark,0,4.95,86927,43874,1701830,1172585,47691,384795,62176,1037320,5073146,1566391
2007,het,L,Male,20.9,1,Dark,0,4.8,88587,52599,1850953,1259096,59392,340660,73298,1401790,4783055,1723256
2007,het,L,Male,20.9,0,Dark,0,4.5,42880,32288,1180670,858130,30098,158192,46745,889301,2866460,1184018
2007,het,L,Male,20.9,0,Dark,0,5.1,83255,42798,1699793,1136063,51871,413977,60622,1223162,4639562,1534046
2007,het,L,Male,20.9,0,Dark,0,3.75,140067,91247,2648262,2149370,87552,559192,117755,1876096,6625167,2950430
2007,het,L,Male,20.9,0,Dark,0,3.9,58712,42598,1340266,1210707,38157,266987,57918,956904,3401578,1625148
2007,het,L,Male,20.9,0,Dark,0,5.55,67266,33643,1516303,898124,44006,299930,49338,1050572,4326041,1257990
2007,het,L,Male,20.9,0,Dark,0,4.5,76605,46782,1474549,1164160,49025,372899,64769,1055344,3941398,1578514
2007,het,L,Male,20.9,0,Dark,0,5.85,164832,63817,2753942,1711356,97002,671115,94268,1872972,8906609,2385565
2007,het,L,Male,20.9,0,Dark,0,4.5,60383,34333,1079936,924026,35590,275729,49121,725053,2796867,1233216
2007,het,L,Male,20.9,0,Dark,0,4.95,65246,33750,1302271,950382,36754,258912,49814,813393,3930919,1306730
2007,het,L,Male,20.9,1,Dark,0,4.5,60582,46833,1439081,1190638,35995,273325,65939,892357,4197895,1649080
2007,het,L,Male,20.9,0,Dark,0,5.1,120451,70610,2711666,1810134,70888,653573,97127,1683130,7761109,2472634
2007,het,L,Male,20.9,0,Dark,0,4.35,70919,43365,1476564,1135629,40191,291069,60252,924831,3894420,1507670
2007,het,L,Male,20.9,0,Dark,0,4.05,102008,66601,2108274,1721219,57631,475957,91558,1275303,6349277,2323559
2007,het,L,Male,20.9,1,Dark,0,4.6499999999999995,135066,77569,2653288,2071773,71606,601641,111123,1533602,8214693,2835146
2007,het,L,Male,20.9,0,Dark,0,4.6499999999999995,117931,74364,2247070,1898278,67396,724349,102403,1341384,7061195,2544419
2007,het,L,Male,20.9,0,Dark,0,4.05,54489,36665,1031370,824321,29462,240836,49681,574107,2600022,1157238
2007,het,L,Male,20.9,0,Dark,0,4.5,42480,29534,1244122,984105,28541,137607,44654,843119,4102000,1253218
2007,het,L,Male,20.9,0,Dark,0,4.8,157872,83592,3079860,2271880,96872,626037,117903,2046580,9711380,3129492
2007,het,L,Male,20.9,0,Dark,0,4.5,103865,71829,2245042,1991316,64305,556199,96206,1495174,6631881,2646180
2007,het,L,Male,20.9,0,Dark,0,4.8,82301,50408,1861613,1223678,49573,392297,69111,1241955,4926119,1705668
2007,het,L,Male,20.9,0,Dark,0,3.0,86419,48117,2253465,1938538,52339,198789,82355,1442213,5583294,2495352
2007,het,L,Male,20.9,0,Dark,0,4.2,144788,92733,2473577,2057113,80788,685870,131896,1567836,7366402,2840502
2007,het,L,Male,20.9,0,Dark,0,5.7,117269,70520,2965992,2061925,67130,629688,104437,1834913,10165068,2794671
2007,het,L,Male,20.9,1,Dark,0,6.45,92840,37956,1810187,1038865,50691,484497,44556,1089993,7359712,1139356
2007,het,L,Male,20.9,0,Dark,0,4.95,101341,67144,2174888,1711727,60025,642749,91493,1371176,6750717,2280115
2007,het,L,Male,20.9,1,Dark,0,3.9,125611,100212,2691152,2245335,67230,717570,127851,1483797,6982665,3104264
2007,het,L,Male,20.9,0,Dark,0,3.5999999999999996,98652,86707,1925090,1789032,53992,537086,107233,1106399,5283233,2500091
2007,het,L,Male,20.9,1,Dark,0,4.95,133874,89516,3051996,1975284,87303,694812,126787,2203907,8725660,2715267
2007,het,L,Male,20.9,0,Dark,0,4.8,59677,31167,1373360,965777,39374,250312,44971,972340,4273730,1319762
2007,het,L,Male,20.9,1,Dark,0,6.0,103678,37502,1855647,1141735,61861,476381,55078,1296836,7390472,1532979
2007,het,L,Male,20.9,0,Dark,0,4.6499999999999995,168413,94001,2940158,2297645,100631,897350,126318,1987900,8959204,3018682
2007,het,L,Male,20.9,0,Dark,0,4.8,196268,132557,4014865,3000473,117323,1082166,172950,2634661,12918285,4050246
2007,het,L,Male,20.9,0,Dark,0,6.8999999999999995,62339,32754,1138732,731915,40083,478377,20033,811164,4786360,420537
2007,het,L,Male,20.9,0,Dark,0,4.2,81739,50152,1852099,1301757,45858,396811,71664,1130167,5065759,1788869
2007,het,L,Male,20.9,0,Dark,0,5.3999999999999995,185173,98739,3111306,2598060,106575,902062,142597,1952614,11342894,3535233
2007,het,L,Male,20.9,0,Dark,0,4.95,80145,56421,1591713,1303419,47908,542870,77491,1011525,5286312,1784180
2007,het,L,Male,20.9,0,Dark,0,4.6499999999999995,129232,97570,3077926,2220577,71308,775351,130081,1769269,9488623,3025890
2007,het,L,Male,20.9,0,Dark,0,4.35,111700,22553,2504666,828057,69345,269533,37739,1777200,5884850,1192248
2007,het,L,Male,20.9,1,Dark,0,4.5,124295,80321,2690716,1778855,76448,604244,106163,1938012,6888989,2423743
2007,het,L,Male,20.9,0,Dark,0,4.5,64936,49158,1429022,1040297,39397,290521,68948,1021329,3940845,1432299
2007,het,L,Male,20.9,0,Dark,0,4.35,65371,40457,1435152,1121701,37766,313231,58536,980832,4057103,1508970
2007,het,L,Male,20.9,1,Dark,0,4.6499999999999995,135992,75272,2660724,1855159,78626,618879,105835,1825733,8110733,2517520
2007,het,L,Male,20.9,0,Dark,0,4.95,69848,47319,1349366,968989,39500,418948,66770,888381,4554843,1350992
2007,het,L,Male,20.9,0,Dark,0,6.0,68275,30720,1307958,888280,39568,353471,39913,865782,4838257,1085787
2007,het,L,Male,20.9,0,Dark,0,4.8,131759,88439,2846205,2035995,79524,781000,117695,1877615,8248094,2751091
2007,het,L,Male,20.9,0,Dark,0,6.45,21025,7944,340414,232223,12212,110886,7226,221573,1207130,196341
2007,het,L,Male,20.9,0,Dark,0,4.35,62005,41967,1291411,975010,34016,299616,57244,815548,3440312,1336443
2007,het,L,Male,20.9,0,Dark,0,4.35,78213,54461,1636724,1297714,43037,350265,74520,1044988,4628336,1729575
2007,het,L,Male,20.9,0,Dark,0,4.6499999999999995,173360,73682,3540068,2788574,100002,646227,131154,2251767,16473631,3977005
2007,het,L,Male,20.9,0,Dark,0,4.8,32722,18132,780960,564774,20916,138148,27021,585513,2190327,789192
2007,het,L,Male,20.9,0,Dark,0,5.25,93137,43592,1379357,1095190,48194,508053,60395,847161,4823899,1484725
2007,het,L,Male,20.9,1,Dark,0,4.95,84990,56664,1858682,1392564,52628,474659,78654,1393482,6076282,1925818
2007,het,L,Male,20.9,0,Dark,0,3.4499999999999997,160980,120602,3055873,2416532,95938,589123,165541,2157521,7241916,3336272
2007,het,L,Male,20.9,1,Dark,0,4.35,74946,52100,1653624,1331496,44878,342539,67622,1187818,4660872,1744870
2007,het,L,Male,20.9,1,Dark,0,6.45,67719,35992,1433845,976238,41076,436774,27226,991596,5098324,695023
2007,het,L,Male,20.9,0,Dark,0,4.5,146676,92782,3246045,2489044,82021,683847,132713,2130711,10231795,3444872
2007,het,L,Male,20.9,0,Dark,0,4.05,62493,45616,1407173,1056358,36372,268479,70471,952351,3885426,1500164
2007,het,L,Male,20.9,0,Dark,0,3.75,104191,92503,2215171,1751523,56046,508702,135300,1395531,5861203,2385020
2007,het,L,Male,20.9,0,Dark,0,5.55,61479,37379,1569183,1027723,33695,318705,54223,983056,5240901,1443090
2007,het,L,Male,20.9,0,Dark,0,5.1,68472,35543,1560613,1033859,42015,301099,51800,1122264,4433136,1398699
2007,het,L,Male,20.9,0,Dark,0,6.45,58602,35389,1458397,938458,31236,373859,26393,890819,5871077,668895
2007,het,R,Male,20.9,0,Light Flicker,0,3.15,174825,101717,1255614,836544,153022,475636,160338,1160108,3004759,1112632
2007,het,R,Male,20.9,0,Light Flicker,0,7.199999999999999,230513,89663,1434008,725171,189399,1049697,122582,1234337,5817678,925322
2007,het,R,Male,20.9,0,Light Flicker,0,7.6499999999999995,120676,39645,745914,331687,96125,534323,56678,635422,3006449,436072
2007,het,R,Male,20.9,0,Light Flicker,0,9.6,160821,46197,1047777,370243,140127,817683,30394,961553,5334637,216846
2007,het,R,Male,20.9,0,Light Flicker,0,7.8,61976,29107,400358,254352,50625,342621,42622,354438,2010871,332452
2007,het,R,Male,20.9,0,Light Flicker,0,7.6499999999999995,68719,29604,389841,248938,57307,342654,43099,344571,1903590,322210
2007,het,R,Male,20.9,0,Light Flicker,0,7.949999999999999,188952,85317,1211191,692496,161574,907860,125902,1108132,5361624,930046
2007,het,R,Male,20.9,0,Light Flicker,0,4.35,107662,54514,578860,360900,83268,387710,79896,488892,1676314,510422
2007,het,R,Male,20.9,0,Light Flicker,0,4.8,309909,195528,1811225,1412327,257705,1245034,283654,1639907,5490613,2001471
2007,het,R,Male,20.9,0,Light Flicker,0,5.3999999999999995,130981,64612,713789,581853,108671,439516,101324,636812,2503595,793550
2007,het,R,Male,20.9,0,Light Flicker,0,6.45,123001,55955,817505,458250,100224,513657,82564,707843,2786339,626249
2007,het,R,Male,20.9,1,Light Flicker,0,4.6499999999999995,183198,114296,1052502,886161,154894,683361,167989,966155,3395705,1218984
2007,het,R,Male,20.9,0,Light Flicker,0,5.3999999999999995,208450,96701,1366670,844843,168230,736920,140878,1151526,4485679,1115513
2007,het,R,Male,20.9,0,Light Flicker,0,6.45,203025,84823,1278561,700517,174205,841275,129121,1177614,4157871,959301
2007,het,R,Male,20.9,0,Light Flicker,0,5.7,121024,54334,821769,490676,98331,434693,82004,698103,2862143,647338
2007,het,R,Male,20.9,0,Light Flicker,0,5.25,208040,110017,1186003,929895,184553,783314,164299,1116157,4213306,1243860
2007,het,R,Male,20.9,0,Light Flicker,0,4.8,330106,187747,1960449,1475880,281519,1149866,275178,1810490,5683898,2053526
2007,het,R,Male,20.9,0,Light Flicker,0,7.6499999999999995,104082,41760,722846,393217,91587,490184,62264,664985,3096930,515540
2007,het,R,Male,20.9,0,Light Flicker,0,8.1,93022,35978,665112,339125,83598,444909,53453,621622,2992479,449622
2007,het,R,Male,20.9,0,Light Flicker,0,4.6499999999999995,158356,83674,900801,679733,137086,472160,127392,855219,2492796,935543
2007,het,R,Male,20.9,1,Light Flicker,0,4.8,346299,192312,2091135,1517901,298807,1241770,286247,1942321,6482491,2074610
2007,het,R,Male,20.9,0,Light Flicker,0,4.5,163097,71197,607730,462305,125426,842193,91051,532528,1751504,604734
2007,het,R,Male,20.9,0,Light Flicker,0,5.85,74667,37977,497842,356626,62627,318660,55356,452646,1935592,452275
2007,het,R,Male,20.9,0,Light Flicker,0,5.3999999999999995,335646,211465,2038910,1375463,242055,1578780,277431,1547709,6850666,1801669
2007,het,R,Male,20.9,0,Light Flicker,0,5.85,122663,60995,835471,500352,102940,644513,85322,718794,3110969,650659
2007,het,R,Male,20.9,0,Light Flicker,0,6.45,147403,52931,1137599,473838,114732,563848,82179,881380,4006050,650631
2007,het,R,Male,20.9,0,Light Flicker,0,5.7,224282,119142,1537149,1023898,207238,806061,177203,1505032,5128786,1357319
2007,het,R,Male,20.9,0,Light Flicker,0,5.25,111785,64007,639447,530673,80988,400344,94455,491739,2044389,701734
2007,het,R,Male,20.9,0,Light Flicker,0,5.1,16671,10236,116480,83404,14879,66520,15508,112429,381626,113303
2007,het,R,Male,20.9,0,Light Flicker,0,5.7,219237,88813,1567629,808778,187866,685418,134332,1377608,4885492,1072181
2007,het,R,Male,20.9,1,Light Flicker,0,6.45,176306,77869,1176898,646736,135370,757771,118380,939015,4615234,882548
2007,het,R,Male,20.9,0,Light Flicker,0,6.45,142762,57248,908944,509839,106131,585187,86301,713622,3489773,678930
2007,het,R,Male,20.9,1,Light Flicker,0,6.3,215587,100794,1341432,776385,153379,880880,140141,1020375,5394838,1019457
2007,het,R,Male,20.9,0,Light Flicker,0,6.45,154071,59884,977775,521911,120798,585526,90869,802129,3667176,710743
2007,het,R,Male,20.9,0,Light Flicker,0,6.1499999999999995,213508,99937,1539237,826312,156283,880820,139467,1143595,5799533,1069613
2007,het,R,Male,20.9,0,Light Flicker,0,6.8999999999999995,273242,79882,1877257,677538,228305,937502,122965,1569812,6593099,912884
2007,het,R,Male,20.9,0,Light Flicker,0,7.05,159979,59895,1062200,542439,147186,652678,88730,1031783,4235919,716063
2007,het,R,Male,20.9,0,Light Flicker,0,6.3,229424,102728,1338787,803136,162246,1020175,145156,1016484,5816277,1044242
2007,het,R,Male,20.9,1,Light Flicker,0,5.85,250290,134631,1697512,898137,185490,992010,193557,1322646,6109004,1230344
2007,het,R,Male,20.9,0,Light Flicker,0,7.6499999999999995,191868,58090,1169740,494510,168094,710649,80932,1071623,4692295,631721
2007,het,R,Male,20.9,0,Light Flicker,0,7.5,113036,39495,648944,353690,91301,434228,58145,570675,2778285,458182
2007,het,R,Male,20.9,0,Light Flicker,0,6.45,137136,50602,869397,446703,100187,551336,78689,667747,3284838,607711
2007,het,R,Male,20.9,0,Light Flicker,0,7.199999999999999,257553,85992,1623331,713765,198684,1060350,126518,1326087,5828919,949776
2007,het,R,Male,20.9,0,Light Flicker,0,6.45,195611,91730,1317118,745903,147050,798745,139171,1044050,4755299,1007641
2007,het,R,Male,20.9,0,Light Flicker,0,6.45,143619,58112,1013158,493418,105554,628240,87830,774575,3888530,679081
2007,het,R,Male,20.9,0,Light Flicker,0,6.75,158012,51442,933803,431382,119838,576583,79519,731401,3197470,587102
2007,het,R,Male,20.9,0,Light Flicker,0,5.25,248713,128893,1408108,880255,183291,1185885,179445,1096517,4509848,1168550
2007,het,R,Male,20.9,0,Light Flicker,0,7.6499999999999995,213451,61554,1383506,544078,158600,881211,93395,1073514,5356017,726801
2007,het,R,Male,20.9,0,Light Flicker,0,5.3999999999999995,206745,77789,1592732,630153,174962,707671,121519,1304495,5125721,839922
2007,het,R,Male,20.9,0,Light Flicker,0,3.15,185562,141693,1153480,809160,146498,605856,230238,966969,2954830,1102791
2007,het,R,Male,20.9,0,Light Flicker,0,6.45,168637,66664,991842,523801,133691,558098,101221,825337,2948603,728945
2007,het,R,Male,20.9,1,Light Flicker,0,5.55,180230,99082,1127096,738109,134173,709294,145223,902640,3588216,980020
2007,het,R,Male,20.9,0,Light Flicker,0,6.1499999999999995,215265,94622,1263464,698691,159351,841524,146931,990250,4430391,955709
2007,het,R,Male,20.9,0,Light Flicker,0,6.8999999999999995,141619,58467,847528,497259,100865,606536,89696,641053,3906248,666419
2007,het,R,Male,20.9,0,Light Flicker,0,6.3,124860,43226,578207,319112,90577,397116,64987,447797,1688971,446176
2007,het,R,Male,20.9,0,Light Flicker,0,5.7,147597,50784,639446,375069,100651,643667,73659,498823,1971998,499830
2007,het,R,Male,20.9,0,Light Flicker,0,7.949999999999999,188682,53811,1191363,452637,133499,674163,76852,882741,4586255,583473
